,voter,vote,weight
301,osmo1ps8nmewv8pjhtj62hn4r5myp7ar3zzh8mqa8d7,YES,1302248
302,osmo1ps0scz48p3shdsz743we06u4mskc725a33y7ak,NO,51879083
303,osmo1ps06kj3fsmc9ul2t99pfg98r5tu4j39qp59qw8,YES,312638139
304,osmo1psefyhlp03r97dawrcxm7dk3zvqerqkzf6kv2m,YES,24505156
305,osmo1ps6f67034fp22nqpvkur5pry039nfjpuyaaald,YES,1225879457
306,osmo1psaav9mslme6kcsspqjemjfn7m0acwyz983jvc,YES,33951405
307,osmo1pslmsc5w0xcvs78yasggjjwd7hxmrlujh7w2nw,NO,4340003
308,osmo1p3226qgrcqmrwp0rh8whydzyx06mdj4t0k7qp5,YES,8484156
309,osmo1p3d7pfczt0uyj6708g2lfqpp8nsjverg4ep50v,YES,151462149
310,osmo1p3jx80zgrh0s76crd0dfum3w46prejfanpxmc8,NO,234431513
311,osmo1p3u9cg4hxrhl69e9n86u28ym0jgx8c2vxcczra,YES,40000000
312,osmo1p3uh86hx4pg5jetdy2ntsj6gw0wc0fmns5fxvw,YES,0
313,osmo1p3a4fk6yyau4wnp9pyl2tzhq4j0299d739uqdu,NO,4289000000
314,osmo1pj9e89gc8dkvv72wh5qdsxwrnwzev8tv0vkk83,YES,8140000000
315,osmo1pjdun63sxyy5v9mgj7vhha69n79v49yu3yrzhd,NO,466173718
316,osmo1pjw44hj9473lu06c85uvmzed93n88naz6ywkmj,NO,1888000000
317,osmo1pjwhp7jfu0kac4mmmyqszt8jzeuhkgrdscl3t6,YES,240450000
318,osmo1pjj66rzwlckspxc3gzul5l2mkumlhlhnj4pc2q,YES,0
319,osmo1pjhaejm8vg7n65rf9utgerrrsfp6esm9hjv9gq,NO,213702826
320,osmo1pjemc4g4yhlkwezgzntflcxw2arusc6st3gnqn,YES,0
321,osmo1pjmngrwcsatsuyy8m3qrunaun67sr9x70my063,YES,100468666646
322,osmo1pjlyqfvqcuj75r7hz9uvcasc7tcyzavnc2qple,YES,1000000000
323,osmo1pnqn85ssx3den6pvyxk69z6jkkatrtd4ct5xh3,ABSTAIN,12400000
324,osmo1pn9nxcupj07vxd6r78tnzadt42kmrvdzg37myz,YES,0
325,osmo1pnx4s7qtrghv06rzp05cv9u8vjp6yztl9epw4m,YES,100000000
326,osmo1pn8nw8mu3je4wtjmsxtshu250h930t30xlyxkm,YES,25000000
327,osmo1pnw5yyg9yherlkkvr5y8unxhdr7n7wmgys9zjk,YES,22100000
328,osmo1pne2ccrqeh36ap3yfv4j38pk760xxpvzynd7rr,YES,120815927070
329,osmo1pn7txcl84yd4ht0ks5nlddjkakujjqzsutg5zq,NO,0
330,osmo1p58aqmeku9kp7dadg5dplxzwysjpvuqel20xkz,YES,51795008
331,osmo1p5fft5dv2fmn2pljkzfg5c3lg9x3qxhxn8lhsg,YES,47200329
332,osmo1p52hl4vmcjk27g2qm94k6encc5dxk5x0p4355c,NO,0
333,osmo1p5da8ghnlv8tgc2yagpv9mrzvkne5fv8ake6pv,YES,0
334,osmo1p5ks0hhfpda4j2yp2nfuk3dukyxvhtnpt7xhus,ABSTAIN,0
335,osmo1p5cnp7qjwv25jp06gwqte3af0x6mkusfy3cfw9,YES,140000000
336,osmo1p4q0jt6zqu8af84wua2j7t57ser9ntj44ekvxz,YES,0
337,osmo1p4g92yuv3k8a8pd4rnkqraez6jsyj4qyhjfd3d,YES,74790000
338,osmo1p4dxzrqp23sk0wrd6f5084wahkrdlyuwf6g59s,YES,2061000000
339,osmo1p43e3n4t7fnlse67uw9us3tqgue9c3ugyke2tm,VETO,20100000
340,osmo1p45jy6rvs7m9ju9wvzdv4pauhg49wpjhzun46z,YES,0
341,osmo1p4ks5aktxq48yqmpzh8e90z6suan8zwyapz5hw,YES,209942000000
342,osmo1p4kajj7nv2lvapcfx5tfsxmke85qrvsaymdj7t,NO,5450841
343,osmo1pkp436nka67f3e9zl4tdpz8e6tkspxqt44vuwd,YES,1019347041
344,osmo1pkx4wkd9pk70v0f7earr7au7gt827l8vwcttwr,NO,378319831
345,osmo1pk08u80k2xzlfr6mhyemq42q3d89fgw9x4v8gq,ABSTAIN,5000000
346,osmo1pk5j4rsms2z59u5k3fyts5l80zplr9e0pzysn0,VETO,28047868
347,osmo1pkcv0s35yx9u0e4jr7tkqp0edrv7ghuq6y5eth,YES,101000000
348,osmo1ph9csh5sctdc4pgd3suzrry2c250sr3cagc4p0,VETO,78118615
349,osmo1phxf43m48dsah9eth98jz89s7vvjj2vwdnafna,YES,51000000
350,osmo1phfrhunmlwx9d0j2lct8ya9v297cfm28pjj9pe,YES,13460000
351,osmo1phs2vjsz73mvr40yz74wqnsaat6frnxtgdztj6,YES,300000000
352,osmo1ph46k6pve5k4jg3pmhrhngruwew3ecy2zmptv5,YES,31100000
353,osmo1phufrmxggnnttt088lzpmx54fagzrf4p0dvap4,YES,1205126000
354,osmo1phllnfhsya5vd2najn0nqy9nycqdl3hpw7k2a3,NO,25000000
355,osmo1pch689vq6g87esu2s09qax94cxtpuz4sp2t9dt,YES,2416547781
356,osmo1pcaz4gzf598ep8jncgsyfgf9gv9fafurym0ged,YES,0
357,osmo1peq96jqmp9anxft7plu9qp4cpz4yr2k22rehqy,YES,3051953374
358,osmo1persgmglpz0spklwqfef49p0qn3weryyxm6y7v,YES,81900000
359,osmo1pernzzhnk9yemr3xcer6xdjy07tkzdgnejmwpp,ABSTAIN,106610722
360,osmo1pe2xr2sf9e45v46hx4gje54aq7gmsh92mnwdv5,VETO,1508736017
361,osmo1peteje73eklqau66mr7h7rmewmt2vt996r9z9v,NO,0
362,osmo1pecv2uld379n6rg9g2kg3nvd9pd5ljegyel9f7,NO,477410471
363,osmo1pee985e5j5x984s2xm5a7j0c0e97pa5dzd60ug,YES,63406389
364,osmo1pee8z95saxf5tlge2dgayly76qzmpvsvxunmkw,NO,19779453
365,osmo1p6z7guv75u2g79m6nlm87w2xycsl082j6suz8x,YES,326196
366,osmo1p6906xu66zet86hne5z3m6lrekc29gw8x5kjnh,YES,57000000
367,osmo1p6vnau8q36hafxjee2722lal7dgyuqu8np84qq,YES,100000000
368,osmo1p6763cacd9xxznfy9ynn3wf6mdp6hgrkef8yu5,NO,19600000
369,osmo1pmqe783s35vpaymfe20tsr8gxsjlvc0gd824jg,YES,0
370,osmo1pm8jhqcmjhh85u5ja0yqcahk42n5dsgcqavnpu,YES,51055333
371,osmo1pm204dkmrxv22lepkn4nmp46fdlsjtu0x7j3am,YES,100000000
372,osmo1pms9ftyy8uh47qj2s8evwqnfg7sfqz9vcs78mj,NO,700000000
373,osmo1pmklcrj8l4wuzyw3erctc5dkffwcc3hqp986kn,YES,91778421
374,osmo1pm6mk7h0pcy2cu4wskejh7dsjea03aza49hp27,YES,20151467
375,osmo1pmaltcu0x97x8j5klc8xluaapkzcvztcczt4nm,YES,1000000000
376,osmo1purja9dkex682z3j2xxhz4d9hxrpmlltc4yqmf,YES,22100000
377,osmo1pu9yfrk5cu9gsjhh629v0m2dskf8sxx9dpyftx,NO,97654873
378,osmo1putnfc55293nlchxl42adn026n9n29j20pwqx5,YES,330000000
379,osmo1pu307d65p8c22qgmkrfts03etayc06qjsxzajh,NO,0
380,osmo1puc2nzm2dnjjdfffcm822eqytvxhljww7y4mn2,YES,1663545187
381,osmo1pumcg7jzk9rftgglv5l2pp9eylvksjz0ztt2nq,YES,200000000
382,osmo1pazpywju5mrfgrshkyzs3zxemf0fgwpkycfg3g,NO,46519531
383,osmo1pav2h84u4t80kf7ala2ss2j9umjussz7qseuws,YES,33000000000
384,osmo1pasnu3wly4gy0a5qwkrc5j99cv0zqj8g7s5yt5,YES,576487896
385,osmo1pa4agaewdx92hedylhd5r4a67tv205mq7u87rc,YES,117183960
386,osmo1pac5mg6yde4rulxj0n0j763almg7q30u6ag23e,ABSTAIN,0
387,osmo1paex55nkys88yxqg9whu9x9ppmq9q6pxv5r80s,ABSTAIN,100000
388,osmo1paeh4chy7z4qtqrg68k459ps5elkuyt2s0x65u,NO,842000000
389,osmo1pamd4ywj0jngtzdzu9usdjcf0f5ckcyftpedmz,ABSTAIN,182500000
390,osmo1p7pqh96wndak9l7gk9vyq9rayk26pye3cvlqm6,NO,250000000
391,osmo1p7905vsf896wwtw4vmt089l2szuckdugtrpjuq,NO,35677815
392,osmo1p7dtm4kd3568hfkw262lyylam5x9h7ugmpxjzf,ABSTAIN,279500
393,osmo1p7s3hq7w3j49xpeh0u9luwlfjksqdg8jmhhnf0,NO,178797000
394,osmo1p7hslsvf2ulgh6zccxf5j09hhalx3dd3t4h246,YES,46021318
395,osmo1p7elhmxlt29e9vwpg3jyex9nh4yl6qzg3jjr5y,ABSTAIN,245000000
396,osmo1p7u9ttygv68kgwgd7xn3lf26zw4jx36f666g6h,YES,260797
397,osmo1p77sfv0aefkxst0uuc5vvavuvp08jw3gjfpxey,YES,112702519
398,osmo1plze5vps2msw0cdvzjt2hqcnztmcmr60cm42h2,NO,27602702
399,osmo1plt0hqnjktrc0c3yn5ru262ysrj7ulr7cavg65,YES,214763665
400,osmo1pl0f9fc8qj07e70n8tzlvu6fuldc3lhw3qy5wr,ABSTAIN,355051594
401,osmo1pl0slvr8xg82l6ltd3jjnf6m38teqzah57wh8l,YES,1600000000
402,osmo1pl3qw3w76z0wgzfyfcah2h2ag78ettgqnkh87f,YES,0
403,osmo1pl4zwv4mmzkmqc3ac42jpn2u7xche7n0h29qxs,NO,114784400
404,osmo1plh2vje0yrmejvx3v0739cxu237586ng7y3et7,NO,250307552
405,osmo1plclvgyh44nw0tamhnak4yd83r4ymw47ltmvak,YES,25800000
406,osmo1pl6c8zquzjvp0nwx6n0t0s2s3v9x2378k2rxys,YES,2500000000
407,osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,NO,395000000
408,osmo1plujhj9prkgsj2supqf2epthmdmdy265cn6l8h,YES,1411802
409,osmo1zqqj40n9vuve4hl84a0rhdzqkxzk42ttxx0f4x,YES,937000000
410,osmo1zqpv2w2etwgz498pl65l4tqhnsdsxgs4vxqjmc,YES,3376806
411,osmo1zqv58alxz2cyvdqdq2nz393kjy56edu3xtr7jt,YES,6500000000
412,osmo1zqaxu8vx752ftxlj32cdy864342ce5lq9rz0dn,NO,558594487
413,osmo1zq7453s5cme425ps7m8h29r9wfzll20z228jrr,ABSTAIN,500000077
414,osmo1zppjyal5emta5cquje8ndkpz0rs046m7f7r2ex,YES,0
415,osmo1zp2yxzmksgr7fj2gaenuegnwnvq0lrc0795sxq,YES,50000001
416,osmo1zptg33u2gql3e6tcnpwnxkt4n32cur8p5ht55y,NO,1540134126
417,osmo1zpwgvwjkcpa695f6wmq9npsj204qc90wcrctzv,VETO,126905091
418,osmo1zp0fgmh3sf3lls3xqy5xtax2m98l778m2nc04w,ABSTAIN,154326000
419,osmo1zpsrywdkpngnndpkw4agf200asuatpa68kh2ak,YES,93642704
420,osmo1zpjc5aesp4p9d7k4gyt4xava2mrnna5fj0kleq,YES,50485558
421,osmo1zp5h2e06t7qgu9lcf2t52m0jrw9klksu3h3kfn,YES,2388000000
422,osmo1zz5zyxe0jty5x097yrkzs8p8fjcpyaq6m5z424,NO,1000192262
423,osmo1zzuttewnk3keg6m3xf2n3wxd2h7wkvj79q9fv7,YES,310000000
424,osmo1zz7lwafc275yl72u8sc79kg8aa3fajdu55wpze,NO,449905900
425,osmo1zrxt0m74adk5lh37ys3pvfh5alve45zck3gdw5,YES,272799799
426,osmo1zr8t70x5erul9n3t4rh70hcr4c58sssct4rv4h,ABSTAIN,65000000
427,osmo1zrvpawpmeppkuf3uxcrlw5wn7zu8kwehch02xs,NO,694743
428,osmo1zrjj8s8j0jqq3nympzc0f9yugjmv4wfehxhg4t,NO,1543000000
429,osmo1zr6mvjs6ee4ryhqeanaqn8g93jrjhn9savcvju,YES,12000000
430,osmo1zyqxtvzqfadl8l7nksvtfs6letxkzhl72jf9ql,YES,7571800000
431,osmo1zyy5zxchv60ntfh9umdaltj05qd8kpv0rv9phy,YES,1000000000
432,osmo1zy9r8e2pnkxgfezv4uy4uzdrd398axe2uk4yfg,NO,657289629
433,osmo1zyfhfmj9scarwcvnuw7sndlqmdl0mfelhqnnm4,YES,4454500000
434,osmo1zywrc64u67y8r556tc9qar29g7vyeen0fuv8da,ABSTAIN,513000000
435,osmo1zys4sw8e07e5cagg8pkueym720m6224ddghl3e,YES,0
436,osmo1zy3nxgwtw9hr99tzfaxasgwklm9ev843z6mx22,YES,3800000
437,osmo1zykpjq48chu3c0mnj2l38k5ym4e5p0y4xryw77,ABSTAIN,683647794
438,osmo1zymm0r6jvlyxq7usxhwcsfqqaghl3zyla5pzt9,YES,0
439,osmo1z99qx4a3rnlka0nsw46faseepntcp5tcs7cqh7,YES,4947146864
440,osmo1z9xpts34c996lk07j8neym6qc5smeyw92ue69z,YES,293396000
441,osmo1z985cm98870rdw7ach55gtqpvyjxrsxpkyytn9,YES,50000001
442,osmo1z9g06pndzjwtdaeft3t3a3clga46a273lh53cw,NO,1108397
443,osmo1z9vvzlmce95ph8zm7g3zmd28tsgypu9gu43gtf,NO,18856252434
444,osmo1z94pggc3tpapmx8uetnlle7ysz0de6ayeaqkhd,YES,409481167
445,osmo1z9ltadgyhrqncq8e4m9f3klstxwuv035ld3qy9,YES,331062651
446,osmo1zxzk3jpv5aprnpk0hqwd87uznzcyluzrvqgqvq,ABSTAIN,576026371
447,osmo1zxzmm6f3qdf7esgmx7f545gw8k227wanak47u2,ABSTAIN,923450000
448,osmo1zx90dztp8f9kcnmg4hggvwz7r0rx0cjk0a9w26,YES,120000000
449,osmo1zx8m7w2fv760er8hjuv0h72r7jznkt6frrjrx4,NO,0
450,osmo1zx42s0002cd58kdqnq93z2rlnju6dgv5nhg7uq,YES,76698241
451,osmo1zx4slqgr50t7m9gfqfsz05fn0udsaa6vrq0p3h,ABSTAIN,1471169309
452,osmo1zxuc6ts7hcshnwvex2tck9zyq953np9e04qsr3,NO,1092000000
453,osmo1zx7nmp07426hcjz377c7lkwdpgl6gqql5dx63h,ABSTAIN,1538000000
454,osmo1z8zyckttkkgtp9s2vdyc8hd5nu4x6keuajk804,YES,576982000
455,osmo1z89utvygweg5l56fsk8ak7t6hh88fd0au3z2n6,YES,130000000000
456,osmo1z80vduy25gemzw2v33zkfmeaaxjgugjga9jhjc,NO,25010000
457,osmo1zgyy6c4p58a8fl3utphd05g9p8gynzk6n9ama8,YES,203248
458,osmo1zgfa2wame9a8gpm8ms5tj692q07em9m280qcgk,YES,2210509
459,osmo1zg32vet5dh3tcxnxjalf8gn9aftx6qr6fghl6d,NO,5447375
460,osmo1zg3kap5am9zcq2xeyecc77d28ur9ezwpntl40u,ABSTAIN,0
461,osmo1zgkp9dscwegevmrfqzmpqpkjyt2adah958xm3s,YES,5544108000
462,osmo1zgheknrdf7j5pdec6mla03cycf6dlznquczqjw,YES,0
463,osmo1zgaj2w950llsludydz5xmcp609uk02yse3w425,YES,2814443600
464,osmo1zglqap7w6mzydejmhsakz4nvs4qkp736ent5k6,NO,301000000
465,osmo1zfqwy2d93x7krkn8k04ahr5knd49aszyf9cypz,YES,1503106174
466,osmo1zf2rqyuxk05pqmpz5z3nyz42hhewnrhng6ycx2,NO,465000000
467,osmo1zfw5x002hqu6sd0gfm5lkf3nssumd25x7p9n32,YES,33562556
468,osmo1zf0m957awr72yylrq6v2v5wdteq7dnu3wh3evl,YES,0
469,osmo1zfj8jgdyuqxhv7jz6dfccufsyhhs2wwmw098aq,NO,213151735
470,osmo1zfkw4nkff9pdvap4x4paret9kjq868t9jwsyqm,NO,6022844
471,osmo1zfcmwh56kmz4wqqg2t8pxrm228dx2c6hd4lg3e,YES,94000000
472,osmo1zf7wp53204ehgn47hplyfk65lhqdqzj0z7w86z,NO,75500000
473,osmo1z2v7rvprsptyn8fyfe9hfeflc5nw5eumdz7h08,YES,334707437
474,osmo1z2w333ttrqhkvpu4x9v059l7q6k9avcd5r2h4f,YES,35000000
475,osmo1z20cmvg9vrmn0xym87tymwfqsds7ee8ykt56vz,ABSTAIN,26964572
476,osmo1z2saa4qfjuusa4v35hqptjatcvunujlun2vmxk,YES,2538340649
477,osmo1z25uywjrzeuvw0rmnhxney4fdcql8d4wgacxa5,NO,4082470
478,osmo1z2h8qstwqt2jpljuw6ma0yz6qhce6fe48hcpag,ABSTAIN,500667794
479,osmo1z2huvteqdkuxrcxt8qdd2dxjy22r02h4uz67ah,ABSTAIN,611958
480,osmo1z27lwsdl36mte56mkzcyu7sgutz9nlfelylwvn,YES,47200554
481,osmo1ztz8t88xgqvueap24ufpfun5mxc3jhmcc63uzl,YES,150454322
482,osmo1zt28p7j0wwts9k6xkmcphtvys06639n3asp3s2,NO,10017326
483,osmo1ztdzqrhuv945xxjqa6af27shdaehzr2r6wehw4,YES,772000000
484,osmo1ztj50sjsrw6633xnexvffjq2tlhzag8n7duhl5,NO,45348939
485,osmo1zt7hrradm9whm88tpug7yry0894kxeawr5jv2g,NO,861749521
486,osmo1zvqv2vg3c7f3nzldrjhppj2ra3lpkfj8cgr4et,YES,70000000
487,osmo1zvy8thtvr6vztynkpm3yuw7tvd6y3xy8lep06w,ABSTAIN,60000000
488,osmo1zvxrc0x89hykhhu2wdp8h52sjwjxrpzc909ysx,YES,768905
489,osmo1zvgm9cqjevf0mqwe9lx3cnjmecxz698jg8edxv,NO,179660000
490,osmo1zvdrxq9439lpdwmaeg04kac76dwl6qsdlcl5f7,ABSTAIN,30800000
491,osmo1zvd8c2wk0dup5rxctysa6p0y6ruu0c340xta6z,YES,4372520000
492,osmo1zv3tckq563cnfhxpsm5qgdfcve0sk3lzsv4rlz,NO,20600619
493,osmo1zv35taypuhgeqxmv38hucfcshf8uyfwcy4vhgm,ABSTAIN,100682701
494,osmo1zv35ejks0rdwcxjgm3czk2fugq8ljznye7ak08,YES,471580000
495,osmo1zvjt8xpc9q3rycppu06quqwuy6280fh4q2g8wq,VETO,1275100000
496,osmo1zve02feteu5kp8dcrxq3duhzs0vtt788c087xu,YES,255200000
497,osmo1zv63ymas5zh8ra2yc38e0jy08arccwymwnss84,YES,0
498,osmo1zv6j96kz9q6t30canw4dez7k0m3kp3e0cacrly,YES,0
499,osmo1zdzu5s4dphkuv9gjw5hz72ghgcc39025f4kwyc,YES,7000000
500,osmo1zdw82cflxz4hanmc55ermc649d5ec6rkr9zl5k,YES,39226576
501,osmo1zd5g3g42tcdl79yr8nxkfwjp7vpz0nyg9mycjr,NO,37500000
502,osmo1zd5l8npcqw9h32h0xvsx9n7ha4za9dy0jm4guu,YES,1592904914
503,osmo1zdek2gepft4mm5m5m56z4sdg9e67ddkc06yltd,YES,0
504,osmo1zduvf6awl2rcjdtq58g69cejf2d8unkqjzwcfe,YES,23816694
505,osmo1zdazv56n8lku6d7pd6gdy6jdhkh06ckeaefg4f,YES,0
506,osmo1zdajxm3dulecpt37xyxjczedf90je7l5fzvtn6,NO,415875426
507,osmo1zdaavhnhx8sfdqgtw9ygfxfn304d88lhj50ffm,YES,0
508,osmo1zwhl6q04uft9ryq7qyxjt9ue9a5aguppxj6jds,YES,137200000
509,osmo1zw6q8mp528rpqze9zfa26jnn37rqywg0eqpm3c,ABSTAIN,234681185
510,osmo1zwuc7egnprldkv48yz0znwcznw6y07vyll2uln,YES,0
511,osmo1z0ptwf445g08d4lpe4vwyffm8k2lzz3e6atyn0,VETO,42504918
512,osmo1z0ssgfj0khzf8fc6x2j28mysgalug8aegpnr0m,YES,8682767443
513,osmo1z0sh4s80u99l6y9d3vfy582p8jejeeu6305m8d,ABSTAIN,19541000000
514,osmo1z05u8e8r3qqlyess4e0qq4gh76awwg4f38yaeh,NO,56500000
515,osmo1z0ckel49tp46ead3lyj2rjkjyna0dnksw77pkw,YES,118000000
516,osmo1z0m3l4ppvevpzfh78vc8x0lqwrwthkzcgvsm7f,ABSTAIN,53448441
517,osmo1zsp838ymecqmlyu6eal5apt4p8cl58swdqdcds,YES,1100000
518,osmo1zsxcl4k76cwffjfrtqzmk38rdsx0ehgev9dndd,YES,659301412
519,osmo1zs2nylv6w5a9tmyhwhfjjnyrvtswmlkf4thyjp,YES,32044965
520,osmo1zsj9k7qctrw9dcpen8uxvph7et0ar82jtxkcmc,YES,1008311
521,osmo1zsn8zam2r0xz9gaawau9ezsnr30kmd4t9y8v0h,YES,243413198
522,osmo1zsc0n390482k875k64xw5xc9djm32macgrpm29,YES,56018439
523,osmo1z3qc9ngqrkuv4z5mda68nlzn5c4udrn3kskhyy,YES,50000000
524,osmo1z3ptudq7wsgtxurln0tznc5cuutq30a404yqd5,YES,62880000
525,osmo1z3fa02a89qthsdmvzn53lsw5u8pa8uy03tpth3,YES,82571163
526,osmo1z3tkd7893qqkrxlsne2fk0sphv40uzzmenx0dd,YES,55000000
527,osmo1z3elf3l9x0c97vhwpx5d2zq4hwpe2qm69p3jgy,YES,23056701
528,osmo1z3mwy44tc3rcr7c4dvt78ycm3a9gclatgjetpg,VETO,33018097
529,osmo1z379gcx3x6xthe5sey6t0lktvp800pnlmdftjk,YES,0
530,osmo1zj88ut2qjqj2jqug7xmgy62mgn6vtf9rxctn2d,YES,0
531,osmo1zj2sc3njdec3f84x9ap6m2vgf43wyl9jq9x2zh,NO,127353678
532,osmo1zjtvs7na8mck7l2cyhdt8cnz2jzusxtdyc0ht5,YES,639570596
533,osmo1zjvkajnm8tz0unaez9d9kahlwgzqcfsrgfey5z,NO,26000000
534,osmo1zjhj6z0mtv7pyluvm74swz7mx9mvduv3hcjm7n,YES,212364622
535,osmo1znysnj2l0vdwez6haqk6d4z38n9g2ktmxdrj2d,YES,606834927
536,osmo1znflsq5577z7uhv0ju9vdyamz3y95skrgmht8a,YES,2398719
537,osmo1znwa9tjrmfpka6p9z57eksrzyle39wdypm36hw,YES,1002800000
538,osmo1zn0j3p9lyaghh9mfnyhskwwwl8a5nwm83479hz,YES,1200000000
539,osmo1zn3a84lujzyg8ecdjh5x4qs7p2mk78jpxyfwjr,YES,280000000
540,osmo1zn55apzdwmlmwqtth08psg9u7qgyxdsv3rujk0,ABSTAIN,128772422
541,osmo1znmc3jd0lmp569x2rsgrjkcm5u6xd2aaqhky5d,NO,38000000
542,osmo1z5r3hd043lmt03uc60ypmqpew3kguquwqp2tnz,ABSTAIN,0
543,osmo1z5xyynz9ewuf044uaweswldut34z34z3zefgfr,YES,16828558365
544,osmo1z58lfqa2005hs34qupar265v3e6crf6x5van3f,YES,62515678
545,osmo1z5w3mnlx8r5anhcs4lqwg4d63e73v87c0r4m49,YES,2998255
546,osmo1z50094a5lpqvagg37rm0jh4rz28n2x98mkeanw,NO,3998873358
547,osmo1z54ggp0lrgyf6twsl539tk0347rgghn7j0wqxz,VETO,5721239
548,osmo1z4pak2ssenus02rjz2xthpcrr8qpzkhnmhnrqv,YES,269987262
549,osmo1z4dc7c3acgslhhy98eut7022t30r2n4r7j2zm9,YES,0
550,osmo1z40vzme08zs3prfdyqruff5hu6crw0m7m6mqry,YES,595991622
551,osmo1z405fjpe26trpjtgvk5k4erh29wp7llaskjql2,YES,274724308
552,osmo1z4aq770tg3dq40ftfsj2myrtvyvz5p6aknhvwd,YES,0
553,osmo1zkzte8sqwu3nenxrchlh203qclnfhl2zkl7zu4,YES,465513824
554,osmo1zkj5r3crcml2trvjxqm6c4hfqym7z9qfa5ppye,YES,1650000000
555,osmo1zkj70zmcqdec4ulf8jt33uq8e5tmk0vg04grwu,YES,74547059
556,osmo1zkawy8pqg48zstrtkmg893yj3rtgc52uvjh52z,YES,70500000
557,osmo1zh235tqq8v8akhdqlm9304w6qa7p5kfdqc94nw,YES,11780000
558,osmo1zh3atlxnu9q0nvsz6yldjl3n76j7wha7pwzxhl,YES,465000000
559,osmo1zhnegwpa4p4lrtrruk6v8lj2u2k0ls3kgp6d5d,YES,5000000
560,osmo1zc93t4umhw3pxu0px59mz0dgepyskqf9hw5m3q,YES,357136971
561,osmo1zejuqm9hjhd8948l3cfw6hh42g89n78u3qgguq,NO,0
562,osmo1zecdzhn3ygxrzndlzgzh04zlgrkhx37rh29d8v,ABSTAIN,22721094
563,osmo1zemqgkmldkea8mws0lz55syrxtzznsjcn5zcw3,YES,0
564,osmo1zeu4qwfsgkz5zhuawyy3xuy4f673dmrktl49c0,YES,42390000
565,osmo1zeu4qkycg0ddqm9wca23p38q63zkmhplg6ww5u,YES,1000000000
566,osmo1zely6ek6zeegl4fl52358cv4hk6jef7eplq0cm,YES,43038029
567,osmo1z68333gc4506vu4fju23z6hdyhwnpg7zun68xs,YES,21038076
568,osmo1z63wgh92m77zv0t67dyy2652uye4ae7ks4xgjd,NO,20813050
569,osmo1z6hc3k33p8cqqvvgswvgm6gh3v3d403yw402lq,NO,110080694
570,osmo1z6ur44qgmphkdlwflsk5avq5h709kp4tc7m77c,YES,439874382
571,osmo1z6a596gvusy07tvt8dhqy7glag0p8efm6fyks6,VETO,0
572,osmo1zmyx0tegzetxfvlutf09fagmugz2r044tgyl4v,YES,430000000
573,osmo1zm0p2qj3hu5eckzy95t8n5x5t5wrqwcd0ng9mx,YES,50000000
574,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,YES,107017570
575,osmo1zmnfvyn8ee6tua3vetk56frswzwyv3f3vkuk3d,NO,235853735
576,osmo1zmczmq44ta5epjtagjed8zyq5u5tq8x9ucjd77,YES,370000000
577,osmo1zmmwuh495eexd9vc8edude9ssal0q9c78gs0vr,YES,0
578,osmo1zuyt4nx04gmgvajjtexqhmm4cp8tmlfqfrp80l,YES,0
579,osmo1zuxrmx249sm2lc44kym8u2h4zltk0ugyxhr8hj,NO,184460000
580,osmo1zufv0uj52063rq07pey5h8n28r9yexuy0shpx5,YES,341450000
581,osmo1zu3pf2azugvx9uun4ypd3a73vhsukhjnah6fwf,NO,142397664
582,osmo1zukdfnxe0k6rqzfepevr2wful4tn9a26z6m7xf,YES,0
583,osmo1zuhs99trffapfc9png9stm8sazzy3dt0lujgh5,NO,0
584,osmo1zucdmed4a9d9n9em5a63aylltzkkyt8ynxj8xf,YES,22449014
585,osmo1zawzh2td3wpf3kfsn0hmcj57pe33xl7gc3kwks,YES,717000000
586,osmo1zanyh4uc956s98wqqk9xlrnk76g5rv3s2ncs3k,YES,0
587,osmo1zac0jy9mc4ud9e4svk0twdmwhs9eygw3l5060y,NO,2212070000
588,osmo1z7wvg2hxej4ak9zlagyhlu36ghdu7pf8hj8zgy,VETO,351719895
589,osmo1z75hq00728pagjzmezhml3y49hwpys5kguc38x,YES,320000000
590,osmo1z7ekmpnlcw3krdca596tfy8qvyfcatpvfhn3vx,VETO,26570000
591,osmo1z76gs7hwu8a82r0zy8yahcu805lq0v598r7keg,YES,381000000
592,osmo1zlzuq5tuzqmusahytz8mklud34l3n65vk7cyz7,ABSTAIN,14000000
593,osmo1zlymlax05tg9km9jyw496jx60v86m4548xw2xu,YES,416000000
594,osmo1zl8ml7xuwt8ryy6jawre6lk6ssrhgdzewnpgdk,YES,102343133
595,osmo1zl25l8zutffypzacpn4k7ney5krh7828fjep0j,YES,12844000000
596,osmo1zld30cpx7h7p4dan8pr7j5552r33pcuk4n4yku,ABSTAIN,3293000000
597,osmo1zlw5yk99wsw0e4sucyq8guma6crdm9378t7dvu,YES,1000000
598,osmo1zlsrllgaxgxahp43ur33dtdg0qs9ga45kq99n0,YES,1000000000
599,osmo1zl30ec3sx36jtd86g5tqhgx0jlh5gnweh3tk0p,YES,0
600,osmo1zlcevrzusz6ccawra8c2ff7vx7uyy4kwn7wawd,YES,1401593746
601,osmo1zlah5lzxsjlywcjr97sp0raewjt0yp837r6crk,NO,0
602,osmo1zl7dv20hnxp8hk8kutltte47ystjnjak4tfw6s,YES,438152
